iso3code,country,survey_year,year,subregion,region,sdg_region,unicef_region,who_region,wb_income_group,wb_region,who_database_reference_number,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,nots,report_author,source,under_5_population,
MDG,MADAGASCAR,1992,1992,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,878,4530,1.2,6.4,1.6,60.9,35.5,,"Refeno G, Rabeza V, Mboup G, Schoemaker J.","Enquête nationale démographique et sanitaire 1992. Demographic and Health Surveys. Centre National de Recherches sur l'Environnement. Antananarivo, Madagascar, 1994 (and additional analysis)."," 2,226.9 ",
MDG,MADAGASCAR,1993-94,1993,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,1583,3131,,16.4,,54.1,40.9,Converted estimates,Institut National de la Statistique.,"Enquête permanente aupres des menages - rapport principal, décembre 1995. Antananarivo, Madagascar, 1995 (and additional analysis)."," 2,292.7 ",
MDG,MADAGASCAR,1995,1995,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,1611,5049,,9,,55.2,30.4,Converted estimates,Institut National de la Statistique et UNICEF.,"Enquête par grappes a indicateurs multiples [multiple indicators cluster survey (MICS)], Madagascar 1995 (rapport préliminaires). Antananarivo, Madagascar: Institut National de la Statistique et UNICEF, 1996 (and additional analysis)."," 2,438.7 ",
MDG,MADAGASCAR,1997,1997,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,1864,3331,2.5,8.9,2.2,58.2,38,Age-adjusted;,Institut Nacional de la Statistique,"Enquête démographique et de santé, Madagascar 1997. Demographic and Health Surveys. Institut Nacional de la Statistique. Antananarivo, Madgascar, 1998 (and additional analysis)."," 2,611.2 ",
MDG,MADAGASCAR,2003-04,2004,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2673,5905,5.6,15.2,6.2,52.8,36.8,,Institut National de la Statistique (INSTAT) et ORC Macro.,"Enquête Démographique et de Santé de Madagascar 2003-2004. Demographic and Health Surveys. Calverton, Maryland, USA : INSTAT et ORC Macro, 2005 (and additional analysis)."," 3,079.4 ",
MDG,MADAGASCAR,2008-09,2009,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3021,5845,,,,49.2,,Weight data not validated,Institut National de la Statistique (INSTAT) et ICF Macro.,"Enquête démographique et de santé de Madagascar 2008-2009. Demographic and Health Surveys. Antananarivo, Madagascar: INSTAT et ICF Macro, 2010 (and additional analysis)."," 3,352.2 ",
MWI,MALAWI,1992,1992,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,1409,3442,2.1,6.6,9.9,55.8,24.4,,National Statistics Office,"Malawi demographic and health survey 1992. Demographic and Health Surveys. National Statistics Office. Zomba, Malawi, 1993 (and additional analysis)."," 1,843.9 ",
MWI,MALAWI,1995,1995,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,1700,3654,,8.5,,53.8,26.5,Converted estimates,Ministry of Economic Planning and Development.,"Malawi social indicators survey 1995. MICS surveys. National Statistical Office and the Centre for Social Research. Lilongwe, Malawi, 1996 (and additional analysis)."," 1,834.6 ",
MWI,MALAWI,1997-98,1998,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2455,6309,,11,,63.6,26.3,Converted estimates,Government of Malawi.,"A relative profile of poverty in Malawi, 1998: A quintile-based poverty analysis of the Malawi integrated household survey, 1997-98. Poverty Monitoring System. Copied from www.nso.malawi.net; accessed 26/05/03 (and additional analysis)."," 1,959.0 ",
MWI,MALAWI,2000,2000,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2277,10661,2.9,6.8,8.8,54.6,21.5,,National Statistical Office and ORC Macro.,"Malawi demographic and health survey 2000. Demographic and Health Surveys. Zomba, Malawi and Calverton, Maryland, USA: National Statistical Office and ORC Macro, 2001 (and additional analysis)."," 2,080.2 ",
MWI,MALAWI,2004-05,2004,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2763,9205,3.2,6.3,10.2,52.5,18.4,,"National Statistical Office (NSO) [Malawi], and ORC Macro.","Malawi demographic and health survey 2004. Demographic and Health Surveys. Calverton, Maryland: NSO and ORC Macro, 2005 (and additional analysis)."," 2,286.1 ",
MWI,MALAWI,2006,2006,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,2890,22359,1.5,4.2,11.3,53.2,15.5,,National Statistical Office and UNICEF.,"Malawi multiple indicator cluster survey 2006, Final report. Lilongwe, Malawi: National Statistical Office and UNICEF, 2008. http://www.childinfo.org/mics3_surveys.html accessed 6 February 2009 (and additional analysis)."," 2,415.2 ",
MWI,MALAWI,2009,2009,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3099,981,,1.8,4.9,48.8,12.1,,"Department of Nutrition, HIV and AIDS in the Office of President and Cabinet (DHNA-OPC), Ministry of Health (MOH), National Statistics Office (NSO),","UNICEF and CDC. The national micronutrient survey 2009. Lilongwe, Malawi: Ministry of Health, UNICEF, Irish Aid and CDC, 2011."," 2,656.2 ",
MWI,MALAWI,2010,2010,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3100,5115,1.6,4.1,9.2,47.8,13.8,,National Statistical Office (NSO) and ICF Macro.,"Malawi demographic and health survey 2010. Demographic and Health Surveys. Zomba, Malawi, and Calverton, Maryland, USA: NSO and ICF Macro. 2011 (and additional analysis)."," 2,721.4 ",
MWI,MALAWI,2013-14,2014,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3232,,1.1,3.8,5.1,42.4,16.7,,National Statistical Office.,"Malawi MDG endline survey 2014. Key findings. Zomba, Malawi: National Statistical Office, 2014."," 2,855.0 ",
MWI,MALAWI,2015-16,2015,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,,5786,0.6,2.7,4.5,37.1,11.7,(pending reanalysis),"National Statistical Office (NSO), Malawi; ICF. 2017","Malawi Demographic and Health Survey 2015-16. Zomba, Malawi, and Rockville, Maryland, USA. NSO and ICF"," 2,887.9 ",
MYS,MALAYSIA,1990,1990,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,1319,316306,,,,,22.1,NSS; converted estimate,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis)."," 2,438.5 ",
MYS,MALAYSIA,1991,1991,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,1319,323299,,,,,23.1,NSS; converted estimate,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis)."," 2,470.3 ",
MYS,MALAYSIA,1992,1992,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,1319,325469,,,,,22.6,NSS; converted estimate,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis)."," 2,501.9 ",
MYS,MALAYSIA,1993,1993,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,1319,313246,,,,,20.5,NSS; converted estimate,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis)."," 2,533.9 ",
MYS,MALAYSIA,1994,1994,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,1613,317551,,,,,19.7,NSS; converted estimate,Ministry of Health.,"Annual reports, 1994 and 1995. Family Health Information System. Division of Family Health Development. Kuala Lumpur, Malaysia, 1996 (and additional analysis)."," 2,566.0 ",
MYS,MALAYSIA,1995,1995,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,1613,344736,,,,,17.7,NSS; converted estimate,Ministry of Health.,"Annual reports, 1994 and 1995. Family Health Information System. Division of Family Health Development. Kuala Lumpur, Malaysia, 1996 (and additional analysis)."," 2,596.5 ",
MYS,MALAYSIA,1999,1999,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,2549,5108,,15.3,5.5,20.7,16.7,Converted estimates,Somsiah Parman.,"A study of malnutrition in under five children in Malaysia.  Kuala Lumpur, Malaysia: Ministry of Health, 2000 (and additional analysis)."," 2,684.2 ",
MYS,MALAYSIA,2006,2006,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,3083,5546,,,,17.2,12.9,,"Khor GL, Noor Safiza MN, Jamalludin AB, Jamaiyah H, Geeta A, Kee CC et al.","Nutritional status of children below five years in Malaysia: Anthropometric analyses from the third national health and morbidity survey III (NHMS, 2006). Malaysian Journal of Nutrition 2009;15:121-36."," 2,479.8 ",
MYS,MALAYSIA,2015,2015,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,3310,2486,,8,7.1,17.7,12.4,,Institute for Public Health (IPH),"National Health and Morbidity Survey 2015 (NHMS 2015). Vol. II: Non-Communicable Diseases, Risk Factors & Other Health Problems. Kuala Lumpur, Malaysia: IPH, 2015."," 2,569.3 ",
MDV,MALDIVES,1994,1994,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Upper Middle Income,South Asia,1569,1995,3.5,16.1,1.2,36.1,32.5,,Ministry of Health and Welfare.,"Nutritional status and child feeding practices of Maldivian children. Department of Public Health. Male, Maldives, 1994.", 40.9 ,
MDV,MALDIVES,1995,1995,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Upper Middle Income,South Asia,1778,798,,18.9,2.2,33,39,Converted estimates,United Nations Children's Fund.,"Maldives multiple indicator survey report (MICS). United Nations Children's Fund. Malé, Maldives, June 1996 (and additional analysis).", 39.9 ,
MDV,MALDIVES,1997-98,1997,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Upper Middle Income,South Asia,1999,1486,9.2,19.9,9.8,43,36.7,Age-adjusted,Ministry of Planning and National Development and United Nations Development Programme.,"Vulnerability and poverty assessment 1998. Male', Republic of Maldives, 1999 (and additional analysis).", 36.9 ,
MDV,MALDIVES,2001,2001,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Upper Middle Income,South Asia,2548,746,3.5,13.4,3.9,31.9,25.7,,Damodar Sahu.,"Multiple indicator cluster survey (MICS 2) Maldives (draft). Ministry of Health. Male, Republic of Maldives, 2001 (and additional analysis).", 31.5 ,
MDV,MALDIVES,2009,2009,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Upper Middle Income,South Asia,3063,2615,2.6,10.2,6.5,20.3,17.8,,Ministry of Health and Family (MOHF) [Maldives] and ICF Macro.,"Maldives demographic and health survey 2009. Demographic and Health Surveys. Calverton, Maryland: MOHF and ICF Macro, 2010 (and additional analysis).", 31.9 ,
MLI,MALI,1987,1987,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,45,1525,3.2,11.3,0.5,35.8,28.6,Age-adjusted;,"Traoré B, Konatè M, Stanton C.","Enquête démographique et de santé au Mali, 1987. Demographic and Health Surveys. Bamako, Mali, 1989 (and additional analysis)."," 1,503.2 ",
MLI,MALI,1995-96,1996,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,1682,4987,9.8,22,2.3,39.9,37.7,Age-adjusted;,"Coulibaly S, Dicko F, Traoré SM, Sidibé O, Seroussi M, Barrère B.","Enquête demographique et de santé Mali 1995-1996. Demographic and Health Surveys. Cellule de Planification et de Statistique. Bamako, Mali, 1996 (and additional analysis)."," 1,867.4 ",
MLI,MALI,2001,2001,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2387,10683,4.2,12.6,3.1,42.7,30.1,,"Cellule de Planification et de Statistique du Ministère de la Santé (CPS/MS), Direction Nationale de la Statistique et de l'Informatique (DNSI), ORC.","Enquête démographique et de santé au Mali 2001. Demographic and Health Surveys. Calverton, Maryland, USA: CPS/MS, DNSI et ORC Macro, 2002 (and additional analysis)."," 2,143.6 ",
MLI,MALI,2006,2006,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2855,12770,6,15.3,4.7,38.5,27.9,,"Cellule de Planification et de Statistique du Ministère de la Santé (CPS/MS), Direction Nationale de la Statistique et de l'Informatique du Ministère","de l'Économie, de l'Industrie et du Commerce (DNSI/MEIC) et Macro International Inc. Enquête démographique et de santé du Mali 2006. DHS. Calverton, Maryland, USA: CPS/DNSI et Macro International Inc., 2007 (and additional analysis)."," 2,574.0 ",
MLI,MALI,2009-10,2010,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,,22931,1.9,8.9,1,27.8,18.9,(pending reanalysis),"Cellule de Planification et de Statistique du secteur santé, développement social et la promotion de la famille (CPS/SSDSPF), Institut National de la Statistique (INSTAT)","Enquête par Grappes à Indicateurs Multiples 2009 - 2010, Rapport final, Bamako Mali, 2011."," 2,931.5 ",
MLI,MALI,2015,2015,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,,14942,3.4,13.5,1.9,30.4,25,(pending reanalysis),Institut National de la Statistique,"Enquête par Grappes à Indicateurs Multiples au Mali (MICS-Mali), 2015, Résultats clés. Bamako, Mali, INSTAT"," 3,274.1 ",
MRT,MAURITANIA,1988,1988,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,443,931,,19.1,,40.2,,Converted estimates,Elder JA.,"The socio-economic determinants of nutritional status among children under five in Mauritania. Social Dimensions of Adjustment Surveys. Washington D.C.: The World Bank, 1990 (and additional analysis).", 336.9 ,
MRT,MAURITANIA,1990,1990,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,444,4295,8,17.4,6.8,54.8,43.3,,Ministry of Planning.,"Mauritania maternal and child health survey 1990-91 (MMCHS). PAPCHILD Surveys. Nouakchott, Islamic Republic of Mauritania; 1992 (and additional analysis).", 353.0 ,
MRT,MAURITANIA,1995-96,1996,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,1662,3733,,8.7,,49.8,20.3,Converted estimates,"Ministère du Plan, Direction des Ressources Humaines.","Enquête nationale sur les indicateurs des objectifs à mi-terme en Mauritanie (MICS). Nouakchott, République Islamique de Mauritanie, 1996 (and additional analysis).", 405.3 ,
MRT,MAURITANIA,2000-01,2000,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,2319,4297,7.1,15.3,3.8,39.5,30.4,,Office National de la Statistique (ONS) [Mauritania] et ORC Macro.,"Enquête démographique et de santé Mauritanie 2000-2001. Demographic and Health Surveys. Calverton, Maryland, USA: ONS et ORC Macro, 2001 (and additional analysis).", 447.1 ,
MRT,MAURITANIA,2007,2007,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,2895,8283,3.8,13.4,2.3,28.9,23.2,,Office National de la Statistique (ONS) and UNICEF.,"Mauritanie, enquête par grappes à indicateurs multiples 2007. Nouakchott, Mauritania: ONS and UNICEF, 2008 (and additional analysis).", 527.0 ,
MRT,MAURITANIA,2008,2008,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,2952,6338,1.1,8.1,1,23,15.9,,"ANED, Office National de la Statistique (ONS) et UNICEF.","Enquête rapide nationale sur la nutrition et survie de l'enfant en Mauritanie: Rapport final. Nouakchott, Mauritanie: ANED, ONS et UNICEF, 2008 (and additional analysis).", 539.1 ,
MRT,MAURITANIA,2011,2011,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,3218,8524,4,13.9,3.2,29.7,24.4,,Office National de la Statistique (ONS).,"Suivi de la situation des femmes et des enfants. Enquête par grappes à indicateurs multiples (MICS) 2011: Rapport final. Nouakchott, Mauritanie: ONS, 2012.", 581.1 ,
MRT,MAURITANIA,2012,2012,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,3147,6569,1.9,11.6,1.2,22,19.5,,"Ministère de la Santé, Office Nationale de la Statistique et UNICEF.","Enquête nutritionnelle nationale utilisant la méthodologie SMART: Résultats préliminaires. Nouakchott, Mauritanie, Juillet 2012 (and additional analysis).", 596.4 ,
MRT,MAURITANIA,2015,2015,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,3309,,3.5,14.8,1.3,27.9,24.9,,"L’Office National de la Statistique, Nouakchott, Mauritanie","Enquête par Grappes à Indicateurs Multiples (MICS) 2015 - Rapport de résultats clés, Septembre 2016", 640.2 ,
MUS,MAURITIUS,1985,1985,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,129,2430,,18.3,8.8,27.3,21.1,Converted estimates,Ministry of Health.,"Mauritius national nutrition survey 1985: summary report. Evaluation and Nutrition Unit. Port Louis, Mauritius, 1988 (and additional analysis).", 104.3 ,
MUS,MAURITIUS,1995,1995,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,1624,1537,,15.7,6.5,13.6,13,Converted estimates,Ministry of Health.,"A survey on nutrition in Mauritius and Rodrigues, 1995 (final report). Port Louis, Mauritius, 1996 (and additional analysis).", 111.0 ,
MEX,MEXICO,1988,1988,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,431,7422,,7.4,6.1,28.7,12.4,Converted estimates,"Sepulveda AJ, Lezana MA, Tapia Conyer R, Valdespino IL, Madrigal H, Kumate J.",Estado nutricional de preescolares y las mujeres en Mexico: resultados de una encuesta probabilistica nacional. Gaceta Medica de Mexico 1990;126:207-226 (and additional analysis).," 11,393.1 ",
MEX,MEXICO,1989,1989,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,430,14932,1.7,6.1,11,26,9.6,Adjusted NR to NA;,"Instituto de la Nutricion 'Salvador Zubiran'. Comision Nacional de Alimentacion. Division de Nutricion, INNSZ.","Encuesta nacional de alimentacion en el medio rural, 1989 (ENAL). Instituto de la Nutricion 'Salvador Zubiran'. Comision Nacional de Alimentacion. Division de Nutricion, INNSZ. Tlalpan, Mexico, D.F, 1990 (and additional analysis)."," 11,447.7 ",
MEX,MEXICO,1996,1996,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1876,31601,,8.5,,25.8,10.3,Adjusted NR to NA; converted estimates,"Avila Curiel A, Shamah Levy T, Galindo Gomez C, Rodriguez Hernandez G, Barragan Heredia LM.",La desnutricion infantil en el medio rural mexicano. Salud Publica de Mexico 1998;40:150-160.," 11,885.2 ",
MEX,MEXICO,1998-99,1998,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2108,7930,0.9,2.3,7.6,21.7,6,,Instituto Nacional de Salud Publica,"Encuesta nacional de nutricion 1999. Tomo 1: Resultados, niños menores de 5 años. Instituto Nacional de Salud Publica. Cuernavaca, Mexico, 2000 (and additional analysis)."," 11,995.8 ",
MEX,MEXICO,2006,2006,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2786,7707,0.4,2,7.6,15.5,3.4,,"Olaiz-Fernández G, Rivera-Dommarco J, Shamah-Levy T, Rojas R, Villalpando-Hernández S, Hernández-Avila M, et al.","Encuesta nacional de salud y nutrición 2006. Cuernavaca, México: Instituto Nacional de Salud Pública, 2006 (and additional analysis)."," 11,623.6 ",
MEX,MEXICO,2011-12,2012,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3139,9999999,0.4,1.6,9,13.6,2.8,,"Gutiérrez JP, Rivera-Dommarco J, Shamah-Levy T, Villalpando-Hernández S, Franco A, Cuevas-Nasu L, et al.","Encuesta nacional de salud y nutrición 2012. Resultados nacionales. Cuernavaca, México: Instituto Nacional de Salud Pública, 2012 (and additional analysis)."," 11,459.5 ",
MEX,MEXICO,2015,2015,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3307,7800,0.4,1,5.2,12.4,3.9,,Instituto Nacional de Salud Pública; UNICEF México,"Encuesta Nacional de Niños, Niñas y Mujeres 2015 - Encuesta de Indicadores Múltiples por Conglomerados 2015, Informe Final. Ciudad de México, México: Instituto Nacional de Salud Pública y UNICEF México (and additional analysis)"," 11,533.1 ",
MNG,MONGOLIA,1992,1992,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,500,1679,,2.4,,33.1,11.8,Age-adjusted; converted estimates,Kachondham Y.,"Report of a consultancy on the Mongolian Child Nutrition Survey. Institute of Nutrition. Nakornpathom, Thailand, 1992 (and additional analysis).", 326.3 ,
MNG,MONGOLIA,1999,1999,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2017,4146,1.9,4.3,7,30.1,10.8,,Kachondham Y.,"Report on the 2nd national child and nutrition survey, Mongolia 1999. Institute of Nutrition and Faculty of Medicine, Ramathibodi Hospital, Mahidol University, Thailand, 2000 (and additional analysis).", 239.3 ,
MNG,MONGOLIA,2000,2000,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2436,5918,3,7.1,12.7,29.8,11.6,,National Statistics Office,"Mongolia child and development survey - 2000 (MICS-2): National report 2001. Ulaanbaatar, Mongolia: National Statistics Office, 2001 (and additional analysis).", 233.9 ,
MNG,MONGOLIA,2004,2004,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2755,1247,0.1,0.6,6.1,23.5,4.8,,"Nutrition Research Center, Ministry of Health (Mongolia) and Unicef -Mongolia.","Nutritional status of Mongolian children and women: 3rd National nutrition survey report. Ulaanbaatar, Mongolia, 2006.", 219.2 ,
MNG,MONGOLIA,2005,2005,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,2872,3357,1.1,2.7,14.2,27.5,5.3,,National Statistical Office and UNICEF.,"Mongolia ""Child and Development 2005""  survey (MICS-3), final report. Ulaanbaatar, Mongolia, 2007 (http://www.childinfo.org/mics3_surveys.html accessed 27/08/08 and additional analysis).", 221.6 ,
MNG,MONGOLIA,2010,2010,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3195,705,0.5,1.8,6.7,15.6,4.7,,"Public Health Institute, Nutrition Research Centre (NRC).","Population nutrition status. Fourth national survey report. Ulaanbaatar, Mongolia: NTC, 2013 (and additional analysis).", 280.3 ,
MNG,MONGOLIA,2013,2013,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3231,,0.4,1,10.5,10.8,1.6,,National Statistical Office.,"Social indicator sample survey 2013 (MICS). Key findings.Ulaanbaatar, Mongolia: National Statistical Office, 2014.", 337.1 ,
MNE,MONTENEGRO,2005-06,2005,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2853,891,2.2,4.2,15.6,7.9,2.2,,Statistical Office of Montenegro (MONSTAT) and Strategic Marketing Research Agency (SMMRI).,"Montenegro multiple indicator cluster survey 2005, Final report. Podgorica, Montenegro: MONSTAT, SMMRI and UNICEF, 2006. http://www.childinfo.org/mics3_surveys.html (accessed 4 March 2008 and additional analysis).", 40.3 ,
MNE,MONTENEGRO,2013,2013,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,3219,1392,1.2,2.8,22.3,9.4,1,,Statistical Office of Montenegro (MONSTAT) and UNICEF.,"2013 Montenegro multiple indicator cluster survey and 2013 Montenegro Roma settlements multiple indicator cluster survey, (MICS): Key findings. Podgorica, Montenegro: MONSTAT and UNICEF, 2014.", 38.5 ,
MAR,MOROCCO,1987,1987,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,441,5473,1.5,3.9,5.5,34.5,12.7,,"Azelmat M, Ayad M, Belhachmi H.","Enquête national sur la planification familiale, la fécondité et la santé de la population au Maroc (ENPS) 1987. Demographic and Health Surveys. Ministère de la Santé Publique. Rabat, Maroc, 1989 (and additional analysis)."," 3,543.9 ",
MAR,MOROCCO,1992,1992,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,561,4654,1.1,2.6,10.7,29.9,8.1,,"Azelmat M, Ayad M, Housni El A.","Enquête nationale sur la population et la santé (ENPS-II) 1992. Demographic and Health Surveys. Rabat, Royaume du Maroc, 1993 (and additional analysis)."," 3,344.4 ",
MAR,MOROCCO,1996-97,1997,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,2523,3655,2,4.7,13.7,29,7.7,,Ministère de la Santé (Maroc) and Ligue of Arab States.,"[Enquête de santé materno-infantil sur la population Marocaine 1996-97]. Pan Arab project for child development (PAPCHILD). Rabat, Maroc, 2000 (and additional analysis)."," 3,283.0 ",
MAR,MOROCCO,2003-04,2003,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,2690,5621,5,10.8,13.3,23.1,9.9,,"Ministère de la Santé [Maroc], ORC Macro, et Ligue des Etats Arabes.","Enquête dur la population et la santé familiale (EPSF) 2003-2004. Demographic and Health Surveys. Calverton, Maryland, USA: Ministère de la Santé et ORC Macro, 2005 (and additional analysis)."," 3,037.9 ",
